question,intent,response
What are 'micronutrients' and are they important for maize?,soil_fertility,"Micronutrients (like Zinc, Boron, Iron, Manganese) are needed in small quantities but are still essential for various maize functions. Deficiencies can limit yield."
What are the visual cues for Maize Streak Virus infection?,disease_identification,"Maize Streak Virus (MSV) causes fine, broken, yellow streaks along the veins, primarily on younger leaves, leading to stunting."
What is 'damping-off' disease in maize seedlings?,disease_identification,"Damping-off is a soil-borne fungal disease that causes seedlings to rot at or below the soil line, leading to them collapsing and dying, resulting in poor stands."
What are the signs of Grey Leaf Spot disease?,disease_identification,"Grey Leaf Spot (GLS) causes long, narrow, rectangular, grey-to-tan lesions, parallel to leaf veins, reducing photosynthetic area."
How do I identify Northern Corn Leaf Blight?,disease_identification,"Northern Corn Leaf Blight (NCLB) is a fungal disease causing large (2-15 cm), cigar-shaped, grey-green to tan lesions on leaves."
What conditions favour the growth of Ear Rot fungi?,disease_identification,"Ear Rots (like Fusarium, Gibberella, Aspergillus) are fungal diseases favoured by wet weather after silking and often enter through insect or bird damage."
What are the visual cues for Maize Streak Virus infection?,disease_identification,"Maize Streak Virus (MSV) causes fine, broken, yellow streaks along the veins, primarily on younger leaves, leading to stunting."
What causes Ear Rots in maize?,disease_identification,"Ear Rots (like Fusarium, Gibberella, Aspergillus) are fungal diseases favoured by wet weather after silking and often enter through insect or bird damage."
What does Grey Leaf Spot look like on maize leaves?,disease_identification,"Grey Leaf Spot (GLS) causes long, narrow, rectangular, grey-to-tan lesions, parallel to leaf veins, reducing photosynthetic area."
What are the visual cues for Maize Streak Virus infection?,disease_identification,"Maize Streak Virus (MSV) causes fine, broken, yellow streaks along the veins, primarily on younger leaves, leading to stunting."
What's an effective way to handle fall armyworm infestation?,pest_control,"Use integrated pest management practices including early planting, regular scouting, and application of recommended insecticides like lambda-cyhalothrin."
How can I control fall armyworm in my maize field?,pest_control,"Use integrated pest management practices including early planting, regular scouting, and application of recommended insecticides like lambda-cyhalothrin."
How do I control maize aphids?,pest_control,"Monitor for aphids, especially on young plants and tassels. Use insecticidal soap or neem oil for light infestations, or recommended systemic insecticides if severe."
What's the strategy for managing maize aphids?,pest_control,"Monitor for aphids, especially on young plants and tassels. Use insecticidal soap or neem oil for light infestations, or recommended systemic insecticides if severe."
How do I manage stem borers organically?,pest_control,"Use 'push-pull' technology with Desmodium and Napier grass, remove and destroy infected plants, and encourage natural predators."
What's an effective way to handle fall armyworm infestation?,pest_control,"Use integrated pest management practices including early planting, regular scouting, and application of recommended insecticides like lambda-cyhalothrin."
How can I control fall armyworm in my maize field?,pest_control,"Use integrated pest management practices including early planting, regular scouting, and application of recommended insecticides like lambda-cyhalothrin."
How can I manage 'maize weevils' before storage?,pest_control,"Minimize field infestation by harvesting promptly. Ensure cobs are not left in the field, and clean harvesting equipment and transport before bringing grain to storage."
What's an effective way to handle fall armyworm infestation?,pest_control,"Use integrated pest management practices including early planting, regular scouting, and application of recommended insecticides like lambda-cyhalothrin."
When is the best time to apply top-dressing (Urea) to maize?,fertilizer_application,"The best time is usually when the maize is about knee-high (V6-V8 stage), just before its period of rapid growth and high nitrogen uptake. A second split can be done just before tasseling."
How should I apply basal (NPK) fertilizer for best results?,fertilizer_application,"Apply it in a band, about 5 cm to the side and 5 cm below the seed at planting. This avoids 'burning' the seed while placing nutrients near the developing roots."
What is Urea and how is it used for maize?,fertilizer_application,Urea is a high-nitrogen (46% N) fertilizer. It's primarily used as a top-dressing when maize is knee-high to supply the N needed for rapid growth.
How much Nitrogen fertilizer does a maize crop need?,fertilizer_application,"Maize is a heavy N feeder. Needs vary, but often range from 100-200 kg N per hectare, depending on yield goals and soil fertility. Apply in splits."
Can I apply all my fertilizer at planting?,fertilizer_application,"While possible, it's not ideal for nitrogen. Applying all N at planting increases the risk of loss through leaching before the crop can use it. Split application is better."
